"Age","Gender","Country","Video_Gender","parent","Education","PID","SES","Edu_asp","income_annual","occupation","Trait","Conformity_pref","Trait_why","Why"
85,"Male","Canada","2","1",1,"197",6,3,"6","Retired","Smart",1,"Behave_reason","Personality"
85,"Male","Canada","2","1",1,"197",6,3,"6","Retired","Smart",1,"Grades_reason","Behavioral"
85,"Male","Canada","2","1",1,"197",6,3,"6","Retired","Behave",1,"Smart_reason","Irrelevant"
85,"Male","Canada","2","1",1,"197",6,3,"6","Retired","Behave",1,"Behave_reason","Personality"
85,"Male","Canada","2","1",1,"197",6,3,"6","Retired","Behave",1,"Grades_reason","Behavioral"
85,"Male","Canada","2","1",1,"197",6,3,"6","Retired","Grades",1,"Smart_reason","Irrelevant"
85,"Male","Canada","2","1",1,"197",6,3,"6","Retired","Grades",1,"Behave_reason","Personality"
85,"Male","Canada","2","1",1,"197",6,3,"6","Retired","Grades",1,"Grades_reason","Behavioral"
37,"Male","US","1","1",4,"20",8,4,"5","Management, professional, and related","Smart",0,"Smart_reason","Behavioral"
37,"Male","US","1","1",4,"20",8,4,"5","Management, professional, and related","Smart",0,"Behave_reason","Personality"
37,"Male","US","1","1",4,"20",8,4,"5","Management, professional, and related","Smart",0,"Grades_reason","Irrelevant"
37,"Male","US","1","1",4,"20",8,4,"5","Management, professional, and related","Behave",0,"Smart_reason","Behavioral"
37,"Male","US","1","1",4,"20",8,4,"5","Management, professional, and related","Behave",0,"Behave_reason","Personality"
37,"Male","US","1","1",4,"20",8,4,"5","Management, professional, and related","Behave",0,"Grades_reason","Irrelevant"
37,"Male","US","1","1",4,"20",8,4,"5","Management, professional, and related","Grades",0,"Smart_reason","Behavioral"
37,"Male","US","1","1",4,"20",8,4,"5","Management, professional, and related","Grades",0,"Behave_reason","Personality"
37,"Male","US","1","1",4,"20",8,4,"5","Management, professional, and related","Grades",0,"Grades_reason","Irrelevant"
66,"Female","Canada","2","1",1,"200",5,4,"3","Government","Smart",1,"Smart_reason","Normative"
66,"Female","Canada","2","1",1,"200",5,4,"3","Government","Smart",1,"Behave_reason","Personality"
66,"Female","Canada","2","1",1,"200",5,4,"3","Government","Smart",1,"Grades_reason","Behavioral"
66,"Female","Canada","2","1",1,"200",5,4,"3","Government","Behave",1,"Smart_reason","Normative"
66,"Female","Canada","2","1",1,"200",5,4,"3","Government","Behave",1,"Behave_reason","Personality"
66,"Female","Canada","2","1",1,"200",5,4,"3","Government","Behave",1,"Grades_reason","Behavioral"
66,"Female","Canada","2","1",1,"200",5,4,"3","Government","Grades",1,"Smart_reason","Normative"
66,"Female","Canada","2","1",1,"200",5,4,"3","Government","Grades",1,"Behave_reason","Personality"
66,"Female","Canada","2","1",1,"200",5,4,"3","Government","Grades",1,"Grades_reason","Behavioral"
46,"Female","Canada","1","1",2,"202",7,5,"3","Production, transportation, and material moving","Smart",1,"Smart_reason","Null"
46,"Female","Canada","1","1",2,"202",7,5,"3","Production, transportation, and material moving","Smart",1,"Behave_reason","Normative"
46,"Female","Canada","1","1",2,"202",7,5,"3","Production, transportation, and material moving","Smart",1,"Grades_reason","Behavioral"
46,"Female","Canada","1","1",2,"202",7,5,"3","Production, transportation, and material moving","Behave",1,"Smart_reason","Null"
46,"Female","Canada","1","1",2,"202",7,5,"3","Production, transportation, and material moving","Behave",1,"Behave_reason","Normative"
46,"Female","Canada","1","1",2,"202",7,5,"3","Production, transportation, and material moving","Behave",1,"Grades_reason","Behavioral"
46,"Female","Canada","1","1",2,"202",7,5,"3","Production, transportation, and material moving","Grades",1,"Smart_reason","Null"
46,"Female","Canada","1","1",2,"202",7,5,"3","Production, transportation, and material moving","Grades",1,"Behave_reason","Normative"
46,"Female","Canada","1","1",2,"202",7,5,"3","Production, transportation, and material moving","Grades",1,"Grades_reason","Behavioral"
61,"Female","Canada","1","1",4,"203",4,5,"$22,000 - $44,999","Retired","Smart",0,"Smart_reason","Cognitive"
61,"Female","Canada","1","1",4,"203",4,5,"$22,000 - $44,999","Retired","Smart",0,"Behave_reason","Normative"
61,"Female","Canada","1","1",4,"203",4,5,"$22,000 - $44,999","Retired","Smart",0,"Grades_reason","Personality"
61,"Female","Canada","1","1",4,"203",4,5,"$22,000 - $44,999","Retired","Behave",1,"Smart_reason","Cognitive"
61,"Female","Canada","1","1",4,"203",4,5,"$22,000 - $44,999","Retired","Behave",1,"Behave_reason","Normative"
61,"Female","Canada","1","1",4,"203",4,5,"$22,000 - $44,999","Retired","Behave",1,"Grades_reason","Personality"
61,"Female","Canada","1","1",4,"203",4,5,"$22,000 - $44,999","Retired","Grades",0,"Smart_reason","Cognitive"
61,"Female","Canada","1","1",4,"203",4,5,"$22,000 - $44,999","Retired","Grades",0,"Behave_reason","Normative"
61,"Female","Canada","1","1",4,"203",4,5,"$22,000 - $44,999","Retired","Grades",0,"Grades_reason","Personality"
38,"Male","Canada","2","1",4,"204",5,2,"5","Service","Smart",1,"Smart_reason","Normative"
38,"Male","Canada","2","1",4,"204",5,2,"5","Service","Smart",1,"Behave_reason","Behavioral"
38,"Male","Canada","2","1",4,"204",5,2,"5","Service","Smart",1,"Grades_reason","Personality"
38,"Male","Canada","2","1",4,"204",5,2,"5","Service","Behave",1,"Smart_reason","Normative"
38,"Male","Canada","2","1",4,"204",5,2,"5","Service","Behave",1,"Behave_reason","Behavioral"
38,"Male","Canada","2","1",4,"204",5,2,"5","Service","Behave",1,"Grades_reason","Personality"
38,"Male","Canada","2","1",4,"204",5,2,"5","Service","Grades",1,"Smart_reason","Normative"
38,"Male","Canada","2","1",4,"204",5,2,"5","Service","Grades",1,"Behave_reason","Behavioral"
38,"Male","Canada","2","1",4,"204",5,2,"5","Service","Grades",1,"Grades_reason","Personality"
47,"Male","Canada","2","0",2,"205",6,5,"3","Management, professional, and related","Smart",0,"Smart_reason","Behavioral"
47,"Male","Canada","2","0",2,"205",6,5,"3","Management, professional, and related","Smart",0,"Behave_reason","Normative"
47,"Male","Canada","2","0",2,"205",6,5,"3","Management, professional, and related","Smart",0,"Grades_reason","Behavioral"
47,"Male","Canada","2","0",2,"205",6,5,"3","Management, professional, and related","Behave",1,"Smart_reason","Behavioral"
47,"Male","Canada","2","0",2,"205",6,5,"3","Management, professional, and related","Behave",1,"Behave_reason","Normative"
47,"Male","Canada","2","0",2,"205",6,5,"3","Management, professional, and related","Behave",1,"Grades_reason","Behavioral"
47,"Male","Canada","2","0",2,"205",6,5,"3","Management, professional, and related","Grades",1,"Smart_reason","Behavioral"
47,"Male","Canada","2","0",2,"205",6,5,"3","Management, professional, and related","Grades",1,"Behave_reason","Normative"
47,"Male","Canada","2","0",2,"205",6,5,"3","Management, professional, and related","Grades",1,"Grades_reason","Behavioral"
73,"Female","Canada","1","1",3,"206",5,2,"3","Retired","Smart",0,"Smart_reason","Behavioral"
73,"Female","Canada","1","1",3,"206",5,2,"3","Retired","Smart",0,"Behave_reason","Behavioral"
73,"Female","Canada","1","1",3,"206",5,2,"3","Retired","Smart",0,"Grades_reason","Cognitive"
73,"Female","Canada","1","1",3,"206",5,2,"3","Retired","Behave",1,"Smart_reason","Behavioral"
73,"Female","Canada","1","1",3,"206",5,2,"3","Retired","Behave",1,"Behave_reason","Behavioral"
73,"Female","Canada","1","1",3,"206",5,2,"3","Retired","Behave",1,"Grades_reason","Cognitive"
73,"Female","Canada","1","1",3,"206",5,2,"3","Retired","Grades",0,"Smart_reason","Behavioral"
73,"Female","Canada","1","1",3,"206",5,2,"3","Retired","Grades",0,"Behave_reason","Behavioral"
73,"Female","Canada","1","1",3,"206",5,2,"3","Retired","Grades",0,"Grades_reason","Cognitive"
52,"Male","Canada","2","0",3,"207",8,1,"6","Sales and office","Smart",1,"Smart_reason","Behavioral"
52,"Male","Canada","2","0",3,"207",8,1,"6","Sales and office","Smart",1,"Behave_reason","Null"
52,"Male","Canada","2","0",3,"207",8,1,"6","Sales and office","Smart",1,"Grades_reason","Null"
52,"Male","Canada","2","0",3,"207",8,1,"6","Sales and office","Behave",0,"Smart_reason","Behavioral"
52,"Male","Canada","2","0",3,"207",8,1,"6","Sales and office","Behave",0,"Behave_reason","Null"
52,"Male","Canada","2","0",3,"207",8,1,"6","Sales and office","Behave",0,"Grades_reason","Null"
52,"Male","Canada","2","0",3,"207",8,1,"6","Sales and office","Grades",0,"Smart_reason","Behavioral"
52,"Male","Canada","2","0",3,"207",8,1,"6","Sales and office","Grades",0,"Behave_reason","Null"
52,"Male","Canada","2","0",3,"207",8,1,"6","Sales and office","Grades",0,"Grades_reason","Null"
39,"Female","US","1","0",4,"21",6,4,"5","Other (please specify)","Smart",0,"Smart_reason","Null"
39,"Female","US","1","0",4,"21",6,4,"5","Other (please specify)","Smart",0,"Behave_reason","Null"
39,"Female","US","1","0",4,"21",6,4,"5","Other (please specify)","Smart",0,"Grades_reason","Behavioral"
39,"Female","US","1","0",4,"21",6,4,"5","Other (please specify)","Behave",0,"Smart_reason","Null"
39,"Female","US","1","0",4,"21",6,4,"5","Other (please specify)","Behave",0,"Behave_reason","Null"
39,"Female","US","1","0",4,"21",6,4,"5","Other (please specify)","Behave",0,"Grades_reason","Behavioral"
39,"Female","US","1","0",4,"21",6,4,"5","Other (please specify)","Grades",1,"Smart_reason","Null"
39,"Female","US","1","0",4,"21",6,4,"5","Other (please specify)","Grades",1,"Behave_reason","Null"
39,"Female","US","1","0",4,"21",6,4,"5","Other (please specify)","Grades",1,"Grades_reason","Behavioral"
39,"Female","Canada","2","1",4,"210",5,4,"1","Service","Smart",1,"Smart_reason","Irrelevant"
39,"Female","Canada","2","1",4,"210",5,4,"1","Service","Smart",1,"Behave_reason","Behavioral"
39,"Female","Canada","2","1",4,"210",5,4,"1","Service","Smart",1,"Grades_reason","Personality"
39,"Female","Canada","2","1",4,"210",5,4,"1","Service","Behave",1,"Smart_reason","Irrelevant"
39,"Female","Canada","2","1",4,"210",5,4,"1","Service","Behave",1,"Behave_reason","Behavioral"
39,"Female","Canada","2","1",4,"210",5,4,"1","Service","Behave",1,"Grades_reason","Personality"
39,"Female","Canada","2","1",4,"210",5,4,"1","Service","Grades",1,"Smart_reason","Irrelevant"
39,"Female","Canada","2","1",4,"210",5,4,"1","Service","Grades",1,"Behave_reason","Behavioral"
39,"Female","Canada","2","1",4,"210",5,4,"1","Service","Grades",1,"Grades_reason","Personality"
23,"Female","Canada","1","0",3,"212",5,6,"1","Unemployed","Smart",1,"Smart_reason","Null"
23,"Female","Canada","1","0",3,"212",5,6,"1","Unemployed","Smart",1,"Behave_reason","Behavioral"
23,"Female","Canada","1","0",3,"212",5,6,"1","Unemployed","Smart",1,"Grades_reason","Normative"
23,"Female","Canada","1","0",3,"212",5,6,"1","Unemployed","Behave",1,"Smart_reason","Null"
23,"Female","Canada","1","0",3,"212",5,6,"1","Unemployed","Behave",1,"Behave_reason","Behavioral"
23,"Female","Canada","1","0",3,"212",5,6,"1","Unemployed","Behave",1,"Grades_reason","Normative"
23,"Female","Canada","1","0",3,"212",5,6,"1","Unemployed","Grades",1,"Smart_reason","Null"
23,"Female","Canada","1","0",3,"212",5,6,"1","Unemployed","Grades",1,"Behave_reason","Behavioral"
23,"Female","Canada","1","0",3,"212",5,6,"1","Unemployed","Grades",1,"Grades_reason","Normative"
44,"Female","Canada","1","1",1,"213",6,6,"3","Management, professional, and related","Smart",1,"Smart_reason","Normative"
44,"Female","Canada","1","1",1,"213",6,6,"3","Management, professional, and related","Smart",1,"Behave_reason","Normative"
44,"Female","Canada","1","1",1,"213",6,6,"3","Management, professional, and related","Smart",1,"Grades_reason","Cognitive"
44,"Female","Canada","1","1",1,"213",6,6,"3","Management, professional, and related","Behave",1,"Smart_reason","Normative"
44,"Female","Canada","1","1",1,"213",6,6,"3","Management, professional, and related","Behave",1,"Behave_reason","Normative"
44,"Female","Canada","1","1",1,"213",6,6,"3","Management, professional, and related","Behave",1,"Grades_reason","Cognitive"
44,"Female","Canada","1","1",1,"213",6,6,"3","Management, professional, and related","Grades",1,"Smart_reason","Normative"
44,"Female","Canada","1","1",1,"213",6,6,"3","Management, professional, and related","Grades",1,"Behave_reason","Normative"
44,"Female","Canada","1","1",1,"213",6,6,"3","Management, professional, and related","Grades",1,"Grades_reason","Cognitive"
41,"Male","Canada","2","1",3,"215",7,6,"4","Government","Smart",1,"Smart_reason","Normative"
41,"Male","Canada","2","1",3,"215",7,6,"4","Government","Smart",1,"Behave_reason","Normative"
41,"Male","Canada","2","1",3,"215",7,6,"4","Government","Smart",1,"Grades_reason","Normative"
41,"Male","Canada","2","1",3,"215",7,6,"4","Government","Behave",1,"Smart_reason","Normative"
41,"Male","Canada","2","1",3,"215",7,6,"4","Government","Behave",1,"Behave_reason","Normative"
41,"Male","Canada","2","1",3,"215",7,6,"4","Government","Behave",1,"Grades_reason","Normative"
41,"Male","Canada","2","1",3,"215",7,6,"4","Government","Grades",1,"Smart_reason","Normative"
41,"Male","Canada","2","1",3,"215",7,6,"4","Government","Grades",1,"Behave_reason","Normative"
41,"Male","Canada","2","1",3,"215",7,6,"4","Government","Grades",1,"Grades_reason","Normative"
38,"Female","Canada","2","0",2,"216",5,4,"3","Other (please specify)","Smart",1,"Smart_reason","Normative"
38,"Female","Canada","2","0",2,"216",5,4,"3","Other (please specify)","Smart",1,"Behave_reason","Cognitive"
38,"Female","Canada","2","0",2,"216",5,4,"3","Other (please specify)","Smart",1,"Grades_reason","Normative"
38,"Female","Canada","2","0",2,"216",5,4,"3","Other (please specify)","Behave",1,"Smart_reason","Normative"
38,"Female","Canada","2","0",2,"216",5,4,"3","Other (please specify)","Behave",1,"Behave_reason","Cognitive"
38,"Female","Canada","2","0",2,"216",5,4,"3","Other (please specify)","Behave",1,"Grades_reason","Normative"
38,"Female","Canada","2","0",2,"216",5,4,"3","Other (please specify)","Grades",1,"Smart_reason","Normative"
38,"Female","Canada","2","0",2,"216",5,4,"3","Other (please specify)","Grades",1,"Behave_reason","Cognitive"
38,"Female","Canada","2","0",2,"216",5,4,"3","Other (please specify)","Grades",1,"Grades_reason","Normative"
65,"Male","Canada","2","1",3,"217",5,3,"$22,000 - $44,999","Retired","Smart",0,"Smart_reason","Normative"
65,"Male","Canada","2","1",3,"217",5,3,"$22,000 - $44,999","Retired","Smart",0,"Behave_reason","Normative"
65,"Male","Canada","2","1",3,"217",5,3,"$22,000 - $44,999","Retired","Smart",0,"Grades_reason","Normative"
65,"Male","Canada","2","1",3,"217",5,3,"$22,000 - $44,999","Retired","Behave",1,"Smart_reason","Normative"
65,"Male","Canada","2","1",3,"217",5,3,"$22,000 - $44,999","Retired","Behave",1,"Behave_reason","Normative"
65,"Male","Canada","2","1",3,"217",5,3,"$22,000 - $44,999","Retired","Behave",1,"Grades_reason","Normative"
65,"Male","Canada","2","1",3,"217",5,3,"$22,000 - $44,999","Retired","Grades",1,"Smart_reason","Normative"
65,"Male","Canada","2","1",3,"217",5,3,"$22,000 - $44,999","Retired","Grades",1,"Behave_reason","Normative"
65,"Male","Canada","2","1",3,"217",5,3,"$22,000 - $44,999","Retired","Grades",1,"Grades_reason","Normative"
42,"Female","Canada","2","1",1,"218",3,3,"$22,000 - $44,999","Other (please specify)","Smart",1,"Smart_reason","Irrelevant"
42,"Female","Canada","2","1",1,"218",3,3,"$22,000 - $44,999","Other (please specify)","Smart",1,"Behave_reason","Null"
42,"Female","Canada","2","1",1,"218",3,3,"$22,000 - $44,999","Other (please specify)","Smart",1,"Grades_reason","Cognitive"
42,"Female","Canada","2","1",1,"218",3,3,"$22,000 - $44,999","Other (please specify)","Behave",1,"Smart_reason","Irrelevant"
42,"Female","Canada","2","1",1,"218",3,3,"$22,000 - $44,999","Other (please specify)","Behave",1,"Behave_reason","Null"
42,"Female","Canada","2","1",1,"218",3,3,"$22,000 - $44,999","Other (please specify)","Behave",1,"Grades_reason","Cognitive"
42,"Female","Canada","2","1",1,"218",3,3,"$22,000 - $44,999","Other (please specify)","Grades",1,"Smart_reason","Irrelevant"
42,"Female","Canada","2","1",1,"218",3,3,"$22,000 - $44,999","Other (please specify)","Grades",1,"Behave_reason","Null"
42,"Female","Canada","2","1",1,"218",3,3,"$22,000 - $44,999","Other (please specify)","Grades",1,"Grades_reason","Cognitive"
44,"Male","Canada","2","1",3,"219",6,5,"4","Management, professional, and related","Smart",1,"Smart_reason","Cognitive"
44,"Male","Canada","2","1",3,"219",6,5,"4","Management, professional, and related","Smart",1,"Behave_reason","Behavioral"
44,"Male","Canada","2","1",3,"219",6,5,"4","Management, professional, and related","Smart",1,"Grades_reason","Behavioral"
44,"Male","Canada","2","1",3,"219",6,5,"4","Management, professional, and related","Behave",1,"Smart_reason","Cognitive"
44,"Male","Canada","2","1",3,"219",6,5,"4","Management, professional, and related","Behave",1,"Behave_reason","Behavioral"
44,"Male","Canada","2","1",3,"219",6,5,"4","Management, professional, and related","Behave",1,"Grades_reason","Behavioral"
44,"Male","Canada","2","1",3,"219",6,5,"4","Management, professional, and related","Grades",1,"Smart_reason","Cognitive"
44,"Male","Canada","2","1",3,"219",6,5,"4","Management, professional, and related","Grades",1,"Behave_reason","Behavioral"
44,"Male","Canada","2","1",3,"219",6,5,"4","Management, professional, and related","Grades",1,"Grades_reason","Behavioral"
65,"Female","US","2","0",2,"22",6,3,"2","Retired","Smart",0,"Smart_reason","Cognitive"
65,"Female","US","2","0",2,"22",6,3,"2","Retired","Smart",0,"Behave_reason","Null"
65,"Female","US","2","0",2,"22",6,3,"2","Retired","Smart",0,"Grades_reason","Null"
65,"Female","US","2","0",2,"22",6,3,"2","Retired","Behave",0,"Smart_reason","Cognitive"
65,"Female","US","2","0",2,"22",6,3,"2","Retired","Behave",0,"Behave_reason","Null"
65,"Female","US","2","0",2,"22",6,3,"2","Retired","Behave",0,"Grades_reason","Null"
65,"Female","US","2","0",2,"22",6,3,"2","Retired","Grades",0,"Smart_reason","Cognitive"
65,"Female","US","2","0",2,"22",6,3,"2","Retired","Grades",0,"Behave_reason","Null"
65,"Female","US","2","0",2,"22",6,3,"2","Retired","Grades",0,"Grades_reason","Null"
64,"Male","Canada","2","0",1,"221",6,2,"$22,000 - $44,999","Retired","Smart",1,"Smart_reason","Normative"
64,"Male","Canada","2","0",1,"221",6,2,"$22,000 - $44,999","Retired","Smart",1,"Behave_reason","Cognitive"
64,"Male","Canada","2","0",1,"221",6,2,"$22,000 - $44,999","Retired","Smart",1,"Grades_reason","Normative"
64,"Male","Canada","2","0",1,"221",6,2,"$22,000 - $44,999","Retired","Behave",1,"Smart_reason","Normative"
64,"Male","Canada","2","0",1,"221",6,2,"$22,000 - $44,999","Retired","Behave",1,"Behave_reason","Cognitive"
64,"Male","Canada","2","0",1,"221",6,2,"$22,000 - $44,999","Retired","Behave",1,"Grades_reason","Normative"
64,"Male","Canada","2","0",1,"221",6,2,"$22,000 - $44,999","Retired","Grades",1,"Smart_reason","Normative"
64,"Male","Canada","2","0",1,"221",6,2,"$22,000 - $44,999","Retired","Grades",1,"Behave_reason","Cognitive"
64,"Male","Canada","2","0",1,"221",6,2,"$22,000 - $44,999","Retired","Grades",1,"Grades_reason","Normative"
75,"Male","Canada","2","1",2,"222",7,3,"4","Sales and office","Smart",1,"Smart_reason","Cognitive"
75,"Male","Canada","2","1",2,"222",7,3,"4","Sales and office","Smart",1,"Behave_reason","Normative"
75,"Male","Canada","2","1",2,"222",7,3,"4","Sales and office","Smart",1,"Grades_reason","Cognitive"
75,"Male","Canada","2","1",2,"222",7,3,"4","Sales and office","Behave",1,"Smart_reason","Cognitive"
75,"Male","Canada","2","1",2,"222",7,3,"4","Sales and office","Behave",1,"Behave_reason","Normative"
75,"Male","Canada","2","1",2,"222",7,3,"4","Sales and office","Behave",1,"Grades_reason","Cognitive"
75,"Male","Canada","2","1",2,"222",7,3,"4","Sales and office","Grades",1,"Smart_reason","Cognitive"
75,"Male","Canada","2","1",2,"222",7,3,"4","Sales and office","Grades",1,"Behave_reason","Normative"
75,"Male","Canada","2","1",2,"222",7,3,"4","Sales and office","Grades",1,"Grades_reason","Cognitive"
60,"Female","Canada","1","1",1,"223",2,5,"$22,000 - $44,999","Unemployed","Smart",0,"Smart_reason","Normative"
60,"Female","Canada","1","1",1,"223",2,5,"$22,000 - $44,999","Unemployed","Smart",0,"Behave_reason","Normative"
60,"Female","Canada","1","1",1,"223",2,5,"$22,000 - $44,999","Unemployed","Smart",0,"Grades_reason","Normative"
60,"Female","Canada","1","1",1,"223",2,5,"$22,000 - $44,999","Unemployed","Behave",1,"Smart_reason","Normative"
60,"Female","Canada","1","1",1,"223",2,5,"$22,000 - $44,999","Unemployed","Behave",1,"Behave_reason","Normative"
60,"Female","Canada","1","1",1,"223",2,5,"$22,000 - $44,999","Unemployed","Behave",1,"Grades_reason","Normative"
60,"Female","Canada","1","1",1,"223",2,5,"$22,000 - $44,999","Unemployed","Grades",1,"Smart_reason","Normative"
60,"Female","Canada","1","1",1,"223",2,5,"$22,000 - $44,999","Unemployed","Grades",1,"Behave_reason","Normative"
60,"Female","Canada","1","1",1,"223",2,5,"$22,000 - $44,999","Unemployed","Grades",1,"Grades_reason","Normative"
70,"Female","Canada","1","1",1,"224",5,5,"1","Retired","Smart",0,"Smart_reason","Cognitive"
70,"Female","Canada","1","1",1,"224",5,5,"1","Retired","Smart",0,"Behave_reason","Null"
70,"Female","Canada","1","1",1,"224",5,5,"1","Retired","Smart",0,"Grades_reason","Normative"
70,"Female","Canada","1","1",1,"224",5,5,"1","Retired","Behave",1,"Smart_reason","Cognitive"
70,"Female","Canada","1","1",1,"224",5,5,"1","Retired","Behave",1,"Behave_reason","Null"
70,"Female","Canada","1","1",1,"224",5,5,"1","Retired","Behave",1,"Grades_reason","Normative"
70,"Female","Canada","1","1",1,"224",5,5,"1","Retired","Grades",0,"Smart_reason","Cognitive"
70,"Female","Canada","1","1",1,"224",5,5,"1","Retired","Grades",0,"Behave_reason","Null"
70,"Female","Canada","1","1",1,"224",5,5,"1","Retired","Grades",0,"Grades_reason","Normative"
25,"Male","Canada","1","0",3,"229",6,2,"$22,000 - $44,999","Service","Smart",1,"Smart_reason","Normative"
25,"Male","Canada","1","0",3,"229",6,2,"$22,000 - $44,999","Service","Smart",1,"Behave_reason","Null"
25,"Male","Canada","1","0",3,"229",6,2,"$22,000 - $44,999","Service","Smart",1,"Grades_reason","Normative"
25,"Male","Canada","1","0",3,"229",6,2,"$22,000 - $44,999","Service","Behave",1,"Smart_reason","Normative"
25,"Male","Canada","1","0",3,"229",6,2,"$22,000 - $44,999","Service","Behave",1,"Behave_reason","Null"
25,"Male","Canada","1","0",3,"229",6,2,"$22,000 - $44,999","Service","Behave",1,"Grades_reason","Normative"
25,"Male","Canada","1","0",3,"229",6,2,"$22,000 - $44,999","Service","Grades",1,"Smart_reason","Normative"
25,"Male","Canada","1","0",3,"229",6,2,"$22,000 - $44,999","Service","Grades",1,"Behave_reason","Null"
25,"Male","Canada","1","0",3,"229",6,2,"$22,000 - $44,999","Service","Grades",1,"Grades_reason","Normative"
33,"Male","Canada","1","0",3,"231",7,2,"3","Management, professional, and related","Smart",1,"Smart_reason","Normative"
33,"Male","Canada","1","0",3,"231",7,2,"3","Management, professional, and related","Smart",1,"Behave_reason","Irrelevant"
33,"Male","Canada","1","0",3,"231",7,2,"3","Management, professional, and related","Smart",1,"Grades_reason","Irrelevant"
33,"Male","Canada","1","0",3,"231",7,2,"3","Management, professional, and related","Behave",0,"Smart_reason","Normative"
33,"Male","Canada","1","0",3,"231",7,2,"3","Management, professional, and related","Behave",0,"Behave_reason","Irrelevant"
33,"Male","Canada","1","0",3,"231",7,2,"3","Management, professional, and related","Behave",0,"Grades_reason","Irrelevant"
33,"Male","Canada","1","0",3,"231",7,2,"3","Management, professional, and related","Grades",1,"Smart_reason","Normative"
33,"Male","Canada","1","0",3,"231",7,2,"3","Management, professional, and related","Grades",1,"Behave_reason","Irrelevant"
33,"Male","Canada","1","0",3,"231",7,2,"3","Management, professional, and related","Grades",1,"Grades_reason","Irrelevant"
61,"Male","Canada","1","1",3,"233",6,5,"5","Management, professional, and related","Smart",1,"Smart_reason","Cognitive"
61,"Male","Canada","1","1",3,"233",6,5,"5","Management, professional, and related","Smart",1,"Behave_reason","Normative"
61,"Male","Canada","1","1",3,"233",6,5,"5","Management, professional, and related","Smart",1,"Grades_reason","Normative"
61,"Male","Canada","1","1",3,"233",6,5,"5","Management, professional, and related","Behave",1,"Smart_reason","Cognitive"
61,"Male","Canada","1","1",3,"233",6,5,"5","Management, professional, and related","Behave",1,"Behave_reason","Normative"
61,"Male","Canada","1","1",3,"233",6,5,"5","Management, professional, and related","Behave",1,"Grades_reason","Normative"
61,"Male","Canada","1","1",3,"233",6,5,"5","Management, professional, and related","Grades",1,"Smart_reason","Cognitive"
61,"Male","Canada","1","1",3,"233",6,5,"5","Management, professional, and related","Grades",1,"Behave_reason","Normative"
61,"Male","Canada","1","1",3,"233",6,5,"5","Management, professional, and related","Grades",1,"Grades_reason","Normative"
47,"Female","Canada","2","1",1,"235",3,5,"$22,000 - $44,999","Retired","Smart",1,"Smart_reason","Irrelevant"
47,"Female","Canada","2","1",1,"235",3,5,"$22,000 - $44,999","Retired","Smart",1,"Behave_reason","Irrelevant"
47,"Female","Canada","2","1",1,"235",3,5,"$22,000 - $44,999","Retired","Smart",1,"Grades_reason","Cognitive"
47,"Female","Canada","2","1",1,"235",3,5,"$22,000 - $44,999","Retired","Behave",1,"Smart_reason","Irrelevant"
47,"Female","Canada","2","1",1,"235",3,5,"$22,000 - $44,999","Retired","Behave",1,"Behave_reason","Irrelevant"
47,"Female","Canada","2","1",1,"235",3,5,"$22,000 - $44,999","Retired","Behave",1,"Grades_reason","Cognitive"
47,"Female","Canada","2","1",1,"235",3,5,"$22,000 - $44,999","Retired","Grades",1,"Smart_reason","Irrelevant"
47,"Female","Canada","2","1",1,"235",3,5,"$22,000 - $44,999","Retired","Grades",1,"Behave_reason","Irrelevant"
47,"Female","Canada","2","1",1,"235",3,5,"$22,000 - $44,999","Retired","Grades",1,"Grades_reason","Cognitive"
23,"Female","Canada","1","0",3,"236",5,2,"1","Unemployed","Smart",1,"Smart_reason","Normative"
23,"Female","Canada","1","0",3,"236",5,2,"1","Unemployed","Smart",1,"Behave_reason","Personality"
23,"Female","Canada","1","0",3,"236",5,2,"1","Unemployed","Smart",1,"Grades_reason","Normative"
23,"Female","Canada","1","0",3,"236",5,2,"1","Unemployed","Behave",1,"Smart_reason","Normative"
23,"Female","Canada","1","0",3,"236",5,2,"1","Unemployed","Behave",1,"Behave_reason","Personality"
23,"Female","Canada","1","0",3,"236",5,2,"1","Unemployed","Behave",1,"Grades_reason","Normative"
23,"Female","Canada","1","0",3,"236",5,2,"1","Unemployed","Grades",1,"Smart_reason","Normative"
23,"Female","Canada","1","0",3,"236",5,2,"1","Unemployed","Grades",1,"Behave_reason","Personality"
23,"Female","Canada","1","0",3,"236",5,2,"1","Unemployed","Grades",1,"Grades_reason","Normative"
42,"Female","Canada","2","1",3,"237",6,5,"4","Management, professional, and related","Smart",1,"Smart_reason","Irrelevant"
42,"Female","Canada","2","1",3,"237",6,5,"4","Management, professional, and related","Smart",1,"Behave_reason","Null"
42,"Female","Canada","2","1",3,"237",6,5,"4","Management, professional, and related","Smart",1,"Grades_reason","Cognitive"
42,"Female","Canada","2","1",3,"237",6,5,"4","Management, professional, and related","Behave",1,"Smart_reason","Irrelevant"
42,"Female","Canada","2","1",3,"237",6,5,"4","Management, professional, and related","Behave",1,"Behave_reason","Null"
42,"Female","Canada","2","1",3,"237",6,5,"4","Management, professional, and related","Behave",1,"Grades_reason","Cognitive"
42,"Female","Canada","2","1",3,"237",6,5,"4","Management, professional, and related","Grades",1,"Smart_reason","Irrelevant"
